,Mission Area,Office/Division/National Program,Program,Program Category,URL,Domain,Description,Notes,Program Types,Cost/Budget,KPI,Inactive?,Broken Link on portal,Not a program?,Reviewed By
Forest Service (FS),Natural Resources and Environment,Cooperate Forestry National Programs,Ecosystem Service and Markets,Conservation Programs,https://www.fs.fed.us/ecosystemservices/,fs.fed.us,"This program seeks to harness the comprehensive suite of benefits that people receive and value from nature, including but not limited to wood products, clean air, water filtration, flood control, recreational experiences, carbon sequestration, renewable energy, pollination, and cultural heritage. These benefits support local economies, and are valued by a broad range of stakeholders and communities. The program seeks to balance delivery and enhancement of natural resources on both public and private lands through public-private partnerships and market-based solutions. For example, partnerships with water utilities in the Western US have facilitated direct investments by downstream water customers in forest restoration to reduce damage to critical water infrastructure from wildfires.",,Conservation,,,,,,Erik Bethke
Forest Service (FS),Natural Resources and Environment,Cooperate Forestry National Programs,Wood Innovations,Grant Programs,https://www.fs.fed.us/science-technology/energy-forest-products/wood-innovation,fs.fed.us,The Forest Service Wood Innovations program is a sector development tool that includes technical assistance and grant funding to non-federal parties for the introduction or expansion of wood uses in the economy. Two primary areas of focus in recent years have been wood energy and the use of advanced wood products such as cross laminated timber in building construction. One of the goals of the Wood Innovations program is to help the private sector use excess timber that is currently in many forests nationwide as a result of more than 100 years of effective fire suppression.,,Grants,,,,,,Erik Bethke
Forest Service (FS),Natural Resources and Environment,,Botany: Celebrating Wildflowers,Emphasis Area Programs,https://www.fs.fed.us/wildflowers/,fs.fed.us,"The USDA Forest Service started the Celebrating Wildflowers program in 1991. The program responds to public desire for information about native plants and their conservation. It is a way to promote and enjoy wildflowers on the 191 million acres of national forests and grasslands. The Bureau of Land Management, which manages 270 million acres of public lands, joined the program in 1994. Together, the two agencies now promote wildflower programs on about 20 percent of the nation’s landmass. The U.S. Fish and Wildlife Service, National Park Service, and USDA Agricultural Research Service have also joined the program. In addition, groups like, garden clubs, botanical gardens, Native Plant Society chapters, nurseries, universities, and public schools actively participate in Celebrating Wildflowers.",,Emphasis Area,,,,,,Erik Bethke
Forest Service (FS),Natural Resources and Environment,,Forest Service Botany Program,Emphasis Area Programs,https://www.fs.fed.us/wildflowers/,fs.fed.us,"The National Botany Program is located in the Range staff, and rare plants conservation programs are shared by both the Range and WFW staffs.

The National Botany & Rare Plants Program, and the Planning, Litigation and Appeals aspect of botanical resources, assist field botanists in attaining the Chief's priorities and managing botanical resources from a healthy ecosystem perspective.",,Emphasis Area,,,,,,Erik Bethke
Forest Service (FS),Natural Resources and Environment,,Ecosystem Management Coordination (EMC),Conservation Programs,https://www.fs.fed.us/emc/,fs.fed.us,"The Ecosystem Management Coordination Staff supports and manages planning and decision making processes used by the Forest Service to manage the lands and resources of the National Forest System and delivery of services to the American people. This area of our site is designed to provide you access to the major information collection, storage, analysis, and decision-making processes used by the Agency. We have also provided information about our Staff organization and various national teams and groups that support our efforts.",,Conservation,,,,,,Erik Bethke
Forest Service (FS),Natural Resources and Environment,,Engineering,Emphasis Area Programs,https://www.fs.fed.us/eng/,fs.fed.us,"Welcome to the Forest Service Engineering home page.

We are the folks who provide engineering technical assistance for the management of about 200 million acres of forests, lakes, mountains, and prairies - your National Forests and Grasslands. If you want to know more about the specific sorts of work we do, please visit the links in the menu to the left.

As well as supporting the USDA Forest Service directly, we work closely with other Federal agencies such as the Bureau of Land Management and Federal Highway Administration, state and local governments, tribal governments, and many private cooperators to better meet the Forest Service mission of caring for the land and serving people.",,Emphasis Area,,,,,,Erik Bethke
Forest Service (FS),Natural Resources and Environment,,Forest Management,Conservation Programs,https://www.fs.fed.us/forestmanagement/aboutus/ecoperspective.shtml,fs.fed.us,"The overriding objective of the Forest Service forest management program is to ensure that national forests are managed in an ecologically sustainable manner. For centuries before Europeans settled America, people have used forest resources and influenced the ecological condition of forests through their actions. Along with growing populations and a more affluent society, human influences on forests have increased. This presents a significant challenge for the Forest Service to provide forest resources and experiences within the overriding objective of sustaining ecological integrity. Along with harvesting national forest timber on a sustainable basis, timber sales provide an economic means of managing vegetation.",See also: https://www.fs.fed.us/forestmanagement/,Conservation,,,,,,Erik Bethke
Forest Service (FS),Natural Resources and Environment,,Stewardship Contracting,Conservation Programs,https://www.fs.fed.us/restoration/Stewardship_Contracting/overview.shtml,fs.fed.us,"Stewardship contracting includes natural resource management practices seeking to promote a closer working relationship with local communities in a broad range of activities that improve land conditions. These projects shift the focus of federal forest and rangeland management towards a desired future resource condition. They are also a means for federal agencies to contribute to the development of sustainable rural communities, restore and maintain healthy forest ecosystems, and provide a continuing source of local income and employment.",,Conservation,,,,,,Erik Bethke
Forest Service (FS),Natural Resources and Environment,,Lands and Realty Management,Conservation Programs,https://www.fs.fed.us/land/staff/,fs.fed.us,"Nearly 193 million acres of public land are managed as national forests and grasslands. The protection of these lands and resources is a fundamental Forest Service responsibility. Through direct land management practices, the Lands and Realty Management program enables the agency to better manage Federal lands within or adjacent to National Forest System (NFS) boundaries and deliver the necessary products and services that are essential for enhancing natural resource stewardship and providing for the public’s enjoyment, future use, and access to NFS lands. ",,Conservation,,,,,,Erik Bethke
Forest Service (FS),Natural Resources and Environment,,Minerals & Geology Management,Conservation Programs,https://www.fs.fed.us/geology/,fs.fed.us,"Welcome! The mission of the Forest Service Minerals & Geology Management (MGM) Program is to provide for the sustainable use and enjoyment of mineral and geologic resources on the National Forests.

Minerals & Geology Management manages energy and mineral resources into development, production, and reclamation according to specific authorities, legislation, rules, and regulations. The program is also responsible for authorization of ancillary projects, such as roads and pipelines that are part of the energy and minerals development projects. The value of energy and mineral production from NFS lands typically exceeds $2 billion per year. More than 5 million acres of NFS lands are leased for oil, gas, coal, and phosphate. ",,Conservation,,,,,,Erik Bethke
Forest Service (FS),Natural Resources and Environment,,National Partnership Office,Emphasis Area Programs,https://www.fs.fed.us/working-with-us/partnerships,fs.fed.us,"The U.S. Forest Service works to sustain the health, diversity, and productivity of the nation’s forests and grasslands to meet the needs of present and future generations. Our partners include land management agencies across all levels of government, nonprofit and for-profit entities, and communities. Since the agency’s founding in 1905, partnerships have made significant contributions to our nation’s natural resource management.",,Emphasis Area,,,,,,Erik Bethke
Forest Service (FS),Natural Resources and Environment,,Rangelands,Emphasis Area Programs,https://www.fs.fed.us/rangeland-management/index.shtml,fs.fed.us,"Rangelands in the United States are diverse lands. They are the wet grasslands of Florida to the desert shrub ecosystems of Wyoming. They include the high mountain meadows of Utah to the desert floor of California.

The United States has about 770 million acres of rangelands. Private individuals own more than half of the Nation's rangelands. The federal government manages 43 percent of the rangelands. State and local governments manage the remainder.

The Forest Service, an agency of the United States Department of Agriculture, administers approximately 191 million acres of National Forest Systems lands. About half of this acreage, 96 million acres, is rangelands.

These diverse ecosystems produce an equally diverse array of tangible and intangible products. Tangible products include forage for grazing and browsing animals, wildlife habitat, water, minerals, energy, recreational opportunities, some wood products, and plant and animal genes. These are important economic goods. Rangelands produce intangible products such as natural beauty and wilderness, satisfying important societal values. These are often as economically important as the more tangible commodities.",,Emphasis Area,,,,,,Erik Bethke
